시군구명,읍면동명,,연도,,쉼터명칭,상세주소,사용여부,시설면적,이용가능인원수,소재지지번주소,경도,위도,시설유형명
천안시 서북구 성환읍, 서북구 성환읍,,2023,,수향2길 경로당,충청남도 천안시 서북구 성환읍 무내1길 27,Y,126,73,충청남도 천안시 서북구 성환읍 무내1길 27,127.152065,36.945424,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,수향3리 경로당,충청남도 천안시 서북구 성환읍 신향촌길 11,Y,124,69,충청남도 천안시 서북구 성환읍 신향촌길 11,127.154499,36.938529,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,한미래아파트 경로당,충청남도 천안시 서북구 성환읍 안궁1길 2 (),Y,31,29,충청남도 천안시 서북구 성환읍 안궁1길 2 (),127.131639,36.955657,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,구성5통 경로당,충청남도 천안시 동남구 정골1길 82,Y,50,12,충청남도 천안시 동남구 정골1길 82,127.173343,36.792197,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안25통경로당,충청남도 천안시 동남구 각원사길 138,Y,119,59,충청남도 천안시 동남구 각원사길 138,127.185841,36.830844,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안27통경로당,충청남도 천안시 동남구 문암로 47,Y,119,33,충청남도 천안시 동남구 문암로 47,127.179052,36.839872,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안동아태조@경로당,충청남도 천안시 동남구 터미널9길 13,Y,108,22,충청남도 천안시 동남구 터미널9길 13,127.1532665,36.823395,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안대림한내@경로당,충청남도 천안시 동남구 터미널9길 31,Y,72,21,충청남도 천안시 동남구 터미널9길 31,127.156482,36.823656,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,청룡11통 경로당,충청남도 천안시 동남구 고래울길 10-1,Y,105,26,충청남도 천안시 동남구 고래울길 10-1,127.165437,36.797955,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,대홍4리 경로당,충청남도 천안시 서북구 성환읍 천안대로 2157,Y,83,20,충청남도 천안시 서북구 성환읍 천안대로 2157,127.133981,36.931334,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안휴먼시아@경로당,충청남도 천안시 동남구 천안천8길 45,Y,128,24,충청남도 천안시 동남구 천안천8길 45,127.154958,36.821518,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안청광플러스원@경로당,충청남도 천안시 동남구 중앙로 265-31,Y,51,21,충청남도 천안시 동남구 중앙로 265-31,127.150281,36.821782,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안26통경로당,충청남도 천안시 동남구 문암로 134-6,Y,99,28,충청남도 천안시 동남구 문암로 134-6,127.186968,36.844036,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안안서금호어울림@경로당,충청남도 천안시 동남구 문암1길 68,Y,139,50,충청남도 천안시 동남구 문암1길 68,127.177159,36.839742,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안안서대림@경로당,충청남도 천안시 동남구 성불사길 41,Y,116,56,충청남도 천안시 동남구 성불사길 41,127.189212,36.830128,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,율금2리 경로당,충청남도 천안시 서북구 성환읍 율금1길 262-3,Y,132,58,충청남도 천안시 서북구 성환읍 율금1길 262-3,127.10749,36.903365,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,금곡쉼터(율금3리),충청남도 천안시 서북구 성환읍 율금9길 110-8,Y,342,27,충청남도 천안시 서북구 성환읍 율금9길 110-8,127.11079,36.908121,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,왕림1리경로당,충청남도 천안시 서북구 성환읍 왕지4길 51,Y,83,33,충청남도 천안시 서북구 성환읍 왕지4길 51,127.097508,36.914446,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,왕림3리 경로당,"충청남도 천안시 서북구 성환읍 임리길 65 , 왕림3리노인회관",Y,99,24,"충청남도 천안시 서북구 성환읍 임리길 65 , 왕림3리노인회관",127.0887624,36.9273309,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,신방2리 경로당,"충청남도 천안시 서북구 성환읍 신방4길 6-7, 성환읍신방2리경로당",Y,107,48,"충청남도 천안시 서북구 성환읍 신방4길 6-7, 성환읍신방2리경로당",127.0796955,36.9414274,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,우신1리 경로당,충청남도 천안시 서북구 성환읍 와룡길 60,Y,33,48,충청남도 천안시 서북구 성환읍 와룡길 60,127.1173843,36.9291587,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,와룡2리 경로당,충청남도 천안시 서북구 성환읍 가동길 41-84,Y,101,31,충청남도 천안시 서북구 성환읍 가동길 41-84,127.107651,36.955993,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,와룡3리 경로당,충청남도 천안시 서북구 성환읍 북농촌길 29,Y,86,35,충청남도 천안시 서북구 성환읍 북농촌길 29,127.1016743,36.9579384,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,대홍1리 경로당,"충청남도 천안시 서북구 성환읍 대홍4길 19 , 대흥1리경로당",Y,185,60,"충청남도 천안시 서북구 성환읍 대홍4길 19 , 대흥1리경로당",127.140593,36.939267,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,대홍3리 경로당,"충청남도 천안시 서북구 성환읍 홍경길 98 , 대흥3리경로당",Y,129,32,"충청남도 천안시 서북구 성환읍 홍경길 98 , 대흥3리경로당",127.139699,36.945857,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,매주6리(충효관) 경로당,충청남도 천안시 서북구 성환읍 상덕매주길 116,Y,191,47,충청남도 천안시 서북구 성환읍 상덕매주길 116,127.123348,36.901149,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,매주7리(부영1차아파트),충청남도 천안시 서북구 성환읍 천안대로 1843 (부영아파트),Y,76,43,충청남도 천안시 서북구 성환읍 천안대로 1843 (부영아파트),127.134326,36.902753,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,매주9리(부영2차아파트),충청남도 천안시 서북구 성환읍 천안대로 1853 (부영사랑으로),Y,32,31,충청남도 천안시 서북구 성환읍 천안대로 1853 (부영사랑으로),127.134587,36.904467,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안대림한들@경로당,충청남도 천안시 동남구 터미널9길 59,Y,94,32,충청남도 천안시 동남구 터미널9길 59,127.158948,36.823646,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안대림한숲@경로당,충청남도 천안시 동남구 터미널6길 12,Y,79,40,충청남도 천안시 동남구 터미널6길 12,127.160822,36.821397,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안우방@경로당,충청남도 천안시 동남구 중앙로 265-36,Y,36,37,충청남도 천안시 동남구 중앙로 265-36,127.150577,36.823415,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안경남아너스빌@경로당,충청남도 천안시 동남구 충절로 42,Y,73,40,충청남도 천안시 동남구 충절로 42,127.157581,36.815382,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안안서부경@경로당,충청남도 천안시 동남구 성불사길 36,Y,101,35,충청남도 천안시 동남구 성불사길 36,127.189118,36.828424,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,성환5리 경로당,"충청남도 천안시 서북구 성환읍 성환11길 35-14, 경로당",Y,60,55,"충청남도 천안시 서북구 성환읍 성환11길 35-14, 경로당",127.132055,36.917019,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,성환7리 경로당,충청남도 천안시 서북구 성환읍 성환4길 35,Y,66,67,충청남도 천안시 서북구 성환읍 성환4길 35,127.12913,36.914673,노인시설
